	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	date_time	original_ODfile	exp_time	time[h]	time[mins]
0	0.006999999999999999	0.006999999999999999	0.0050000000000000044	0.0050000000000000044	0.013000000000000005	0.0030000000000000027	0.0040000000000000036	0.013000000000000005	0.005999999999999998	0.0020000000000000018	0.0040000000000000036	0.0050000000000000044	0.0050000000000000044		0.0030000000000000027	0.0010000000000000009	0.0040000000000000036	0.0050000000000000044	0.0040000000000000036	0.0020000000000000018	0.010000000000000002	0.0020000000000000018	0.010000000000000002	0.005999999999999998	0.0040000000000000036	0.0030000000000000027	0.0030000000000000027		0.016	0.013999999999999999	0.0010000000000000009	0.016	0.009000000000000001	0.0030000000000000027	0.0030000000000000027	0.0020000000000000018	0.0020000000000000018	0.0030000000000000027	0.0040000000000000036	0.0010000000000000009	0.0030000000000000027	0.011000000000000003	0.0020000000000000018	0.008	0.009000000000000001	0.0030000000000000027	0.005999999999999998	0.005999999999999998	0.0050000000000000044	0.0050000000000000044	0.016	0.006999999999999999	0.008	0.011000000000000003	0.012000000000000004	0.0050000000000000044	0.0050000000000000044	0.0020000000000000018	0.0020000000000000018	0.0010000000000000009	0.0040000000000000036	0.0050000000000000044	0.016	0.0050000000000000044	0.008	0.0050000000000000044	0.0050000000000000044	0.05600000000000001	0.021000000000000005	0.0030000000000000027	0.0040000000000000036	0.0040000000000000036	0.0030000000000000027	0.0030000000000000027	0.010000000000000002	0.009000000000000001	0.010000000000000002	0.0010000000000000009	0.009000000000000001	0.008	0.012000000000000004	0.0050000000000000044	0.0050000000000000044	0.0050000000000000044	0.005999999999999998	0.0040000000000000036	0.0040000000000000036	0.0050000000000000044	0.006999999999999999	0.011000000000000003	0.006999999999999999	0.0040000000000000036	0.005999999999999998	0.008		0.0040000000000000036	2021-08-12 16:11:30	2021-08-12 16-11-30_11662_11649.csv	0 days 00:00:00	0.0	0.0
1	0.008	0.005999999999999998	0.0050000000000000044	0.0040000000000000036	0.019000000000000003	0.0040000000000000036	0.0050000000000000044	0.019000000000000003	0.005999999999999998	0.0020000000000000018	0.0050000000000000044	0.0050000000000000044	0.0050000000000000044		0.0040000000000000036	0.0010000000000000009	0.0050000000000000044	0.005999999999999998	0.0040000000000000036	0.0020000000000000018	0.0040000000000000036	0.0020000000000000018	0.0050000000000000044	0.006999999999999999	0.0040000000000000036	0.0030000000000000027	0.0030000000000000027		0.022000000000000006	0.018000000000000002	0.0010000000000000009	0.02500000000000001	0.013999999999999999	0.0030000000000000027	0.0030000000000000027	0.0030000000000000027	0.0030000000000000027	0.0030000000000000027	0.0040000000000000036	0.0010000000000000009	0.0040000000000000036	0.018000000000000002	0.0020000000000000018	0.013999999999999999	0.0050000000000000044	0.0030000000000000027	0.010000000000000002	0.005999999999999998	0.0040000000000000036	0.005999999999999998	0.009000000000000001	0.005999999999999998	0.0050000000000000044	0.005999999999999998	0.006999999999999999	0.0050000000000000044	0.0050000000000000044	0.0020000000000000018	0.0030000000000000027	0.0010000000000000009	0.0050000000000000044	0.0040000000000000036	0.006999999999999999	0.0040000000000000036	0.0050000000000000044	0.0040000000000000036	0.0030000000000000027	0.061	0.025999999999999995	0.0030000000000000027	0.0020000000000000018	0.0040000000000000036	0.0040000000000000036	0.0030000000000000027	0.005999999999999998	0.0050000000000000044	0.0050000000000000044	0.0010000000000000009	0.005999999999999998	0.0050000000000000044	0.013000000000000005	0.0030000000000000027	0.0040000000000000036	0.0030000000000000027	0.005999999999999998	0.0030000000000000027	0.0030000000000000027	0.0030000000000000027	0.0050000000000000044	0.005999999999999998	0.0050000000000000044	0.0020000000000000018	0.0050000000000000044	0.0050000000000000044		0.0030000000000000027	2021-08-12 16:35:28	2021-08-12 16-35-28_11662_11649.csv	0 days 00:23:58	0.39944444444444444	23.966666666666665
2	0.009000000000000001	0.006999999999999999	0.005999999999999998	0.0050000000000000044	0.021000000000000005	0.0050000000000000044	0.006999999999999999	0.019000000000000003	0.010000000000000002	0.0030000000000000027	0.005999999999999998	0.005999999999999998	0.0050000000000000044		0.0040000000000000036	0.0010000000000000009	0.0050000000000000044	0.008	0.0050000000000000044	0.0020000000000000018	0.0050000000000000044	0.0030000000000000027	0.005999999999999998	0.008	0.0050000000000000044	0.0040000000000000036	0.0040000000000000036		0.023000000000000007	0.021000000000000005	0.0020000000000000018	0.026999999999999996	0.016	0.0040000000000000036	0.0040000000000000036	0.0040000000000000036	0.0030000000000000027	0.0030000000000000027	0.0040000000000000036	0.0010000000000000009	0.0050000000000000044	0.019000000000000003	0.0020000000000000018	0.016	0.0050000000000000044	0.0040000000000000036	0.011000000000000003	0.005999999999999998	0.0050000000000000044	0.005999999999999998	0.011000000000000003	0.006999999999999999	0.0050000000000000044	0.006999999999999999	0.006999999999999999	0.005999999999999998	0.005999999999999998	0.0030000000000000027	0.0030000000000000027	0.0010000000000000009	0.005999999999999998	0.0050000000000000044	0.006999999999999999	0.0050000000000000044	0.005999999999999998	0.0040000000000000036	0.0040000000000000036	0.06	0.026999999999999996	0.0040000000000000036	0.0030000000000000027	0.0050000000000000044	0.0050000000000000044	0.0030000000000000027	0.005999999999999998	0.005999999999999998	0.005999999999999998	0.0010000000000000009	0.006999999999999999	0.005999999999999998	0.013999999999999999	0.0040000000000000036	0.0050000000000000044	0.0030000000000000027	0.008	0.0030000000000000027	0.0030000000000000027	0.0040000000000000036	0.005999999999999998	0.006999999999999999	0.005999999999999998	0.0020000000000000018	0.005999999999999998	0.0050000000000000044		0.0030000000000000027	2021-08-12 16:52:18	2021-08-12 16-52-18_11662_11649.csv	0 days 00:40:48	0.68	40.8
3	0.010000000000000002	0.010000000000000002	0.008	0.005999999999999998	0.022000000000000006	0.005999999999999998	0.008	0.016	0.010000000000000002	0.0030000000000000027	0.008	0.008	0.006999999999999999		0.0050000000000000044	0.0020000000000000018	0.008	0.009000000000000001	0.006999999999999999	0.0040000000000000036	0.005999999999999998	0.0030000000000000027	0.006999999999999999	0.009000000000000001	0.006999999999999999	0.0040000000000000036	0.0050000000000000044	0.0010000000000000009	0.022000000000000006	0.022000000000000006	0.0030000000000000027	0.02500000000000001	0.016	0.0050000000000000044	0.0050000000000000044	0.006999999999999999	0.0040000000000000036	0.0040000000000000036	0.0050000000000000044	0.0010000000000000009	0.006999999999999999	0.019000000000000003	0.0030000000000000027	0.018000000000000002	0.005999999999999998	0.005999999999999998	0.012000000000000004	0.008	0.006999999999999999	0.005999999999999998	0.013999999999999999	0.008	0.005999999999999998	0.009000000000000001	0.010000000000000002	0.009000000000000001	0.006999999999999999	0.0040000000000000036	0.0050000000000000044	0.0020000000000000018	0.008	0.005999999999999998	0.009000000000000001	0.006999999999999999	0.008	0.0050000000000000044	0.005999999999999998	0.062	0.027999999999999997	0.0050000000000000044	0.0050000000000000044	0.008	0.005999999999999998	0.0040000000000000036	0.008	0.006999999999999999	0.008	0.0010000000000000009	0.009000000000000001	0.008	0.016	0.0050000000000000044	0.006999999999999999	0.0040000000000000036	0.010000000000000002	0.0040000000000000036	0.0050000000000000044	0.005999999999999998	0.008	0.009000000000000001	0.006999999999999999	0.0030000000000000027	0.008	0.005999999999999998		0.0040000000000000036	2021-08-12 17:13:35	2021-08-12 17-13-35_11662_11649.csv	0 days 01:02:05	1.0347222222222223	62.083333333333336
4	0.013000000000000005	0.015	0.012000000000000004	0.009000000000000001	0.022000000000000006	0.009000000000000001	0.013000000000000005	0.011000000000000003	0.013999999999999999	0.0040000000000000036	0.012000000000000004	0.013000000000000005	0.009000000000000001		0.008	0.0040000000000000036	0.011000000000000003	0.013000000000000005	0.011000000000000003	0.005999999999999998	0.013000000000000005	0.005999999999999998	0.011000000000000003	0.011000000000000003	0.009000000000000001	0.005999999999999998	0.008	0.0020000000000000018	0.022000000000000006	0.024000000000000007	0.0040000000000000036	0.020000000000000004	0.017	0.006999999999999999	0.006999999999999999	0.012000000000000004	0.006999999999999999	0.006999999999999999	0.005999999999999998	0.0020000000000000018	0.011000000000000003	0.015	0.0040000000000000036	0.016	0.008	0.009000000000000001	0.012000000000000004	0.012000000000000004	0.011000000000000003	0.008	0.020000000000000004	0.011000000000000003	0.010000000000000002	0.013999999999999999	0.013999999999999999	0.013999999999999999	0.011000000000000003	0.005999999999999998	0.006999999999999999	0.0030000000000000027	0.012000000000000004	0.008	0.011000000000000003	0.012000000000000004	0.012000000000000004	0.008	0.009000000000000001	0.059	0.024000000000000007	0.008	0.006999999999999999	0.012000000000000004	0.009000000000000001	0.005999999999999998	0.012000000000000004	0.012000000000000004	0.012000000000000004	0.0010000000000000009	0.013999999999999999	0.011000000000000003	0.020000000000000004	0.006999999999999999	0.010000000000000002	0.0050000000000000044	0.015	0.0050000000000000044	0.009000000000000001	0.010000000000000002	0.012000000000000004	0.015	0.012000000000000004	0.0040000000000000036	0.011000000000000003	0.009000000000000001		0.005999999999999998	2021-08-12 17:37:35	2021-08-12 17-37-35_11662_11649.csv	0 days 01:26:05	1.4347222222222222	86.08333333333333
5	0.015	0.024000000000000007	0.018000000000000002	0.015	0.021000000000000005	0.015	0.019000000000000003	0.016	0.022000000000000006	0.006999999999999999	0.020000000000000004	0.021000000000000005	0.013999999999999999		0.012000000000000004	0.006999999999999999	0.018000000000000002	0.024000000000000007	0.019000000000000003	0.011000000000000003	0.013999999999999999	0.0040000000000000036	0.019000000000000003	0.017	0.013999999999999999	0.009000000000000001	0.013000000000000005	0.0040000000000000036	0.021000000000000005	0.024000000000000007	0.005999999999999998	0.018000000000000002	0.016	0.012000000000000004	0.011000000000000003	0.021000000000000005	0.011000000000000003	0.008	0.009000000000000001	0.0020000000000000018	0.017	0.013999999999999999	0.0050000000000000044	0.021000000000000005	0.012000000000000004	0.015	0.015	0.021000000000000005	0.018000000000000002	0.011000000000000003	0.03	0.015	0.015	0.022000000000000006	0.022000000000000006	0.022000000000000006	0.018000000000000002	0.009000000000000001	0.012000000000000004	0.005999999999999998	0.019000000000000003	0.013999999999999999	0.016	0.019000000000000003	0.019000000000000003	0.012000000000000004	0.015	0.07100000000000001	0.032	0.012000000000000004	0.012000000000000004	0.021000000000000005	0.015	0.009000000000000001	0.019000000000000003	0.020000000000000004	0.019000000000000003	0.0010000000000000009	0.022000000000000006	0.017	0.025999999999999995	0.011000000000000003	0.015	0.005999999999999998	0.02500000000000001	0.005999999999999998	0.015	0.017	0.020000000000000004	0.025999999999999995	0.020000000000000004	0.005999999999999998	0.016	0.015		0.009000000000000001	2021-08-12 18:01:33	2021-08-12 18-01-33_11662_11649.csv	0 days 01:50:03	1.8341666666666667	110.05
6	0.023000000000000007	0.038000000000000006	0.027999999999999997	0.024000000000000007	0.023000000000000007	0.025999999999999995	0.03	0.02500000000000001	0.038000000000000006	0.011000000000000003	0.032	0.034	0.022000000000000006		0.020000000000000004	0.013000000000000005	0.028999999999999998	0.025999999999999995	0.031	0.018000000000000002	0.023000000000000007	0.006999999999999999	0.031	0.027999999999999997	0.021000000000000005	0.013999999999999999	0.022000000000000006	0.006999999999999999	0.027999999999999997	0.03	0.009000000000000001	0.022000000000000006	0.015	0.021000000000000005	0.016	0.036000000000000004	0.018000000000000002	0.013000000000000005	0.013999999999999999	0.0020000000000000018	0.026999999999999996	0.015	0.008	0.022000000000000006	0.019000000000000003	0.025999999999999995	0.023000000000000007	0.036000000000000004	0.03	0.016	0.045	0.024000000000000007	0.022000000000000006	0.035	0.036000000000000004	0.036000000000000004	0.027999999999999997	0.015	0.019000000000000003	0.010000000000000002	0.028999999999999998	0.022000000000000006	0.023000000000000007	0.032	0.03	0.018000000000000002	0.02500000000000001	0.075	0.031	0.018000000000000002	0.019000000000000003	0.035	0.02500000000000001	0.013999999999999999	0.031	0.033	0.031		0.036000000000000004	0.026999999999999996	0.036000000000000004	0.019000000000000003	0.02500000000000001	0.009000000000000001	0.04000000000000001	0.008	0.02500000000000001	0.028999999999999998	0.033	0.044	0.033	0.009000000000000001	0.025999999999999995	0.023000000000000007		0.013000000000000005	2021-08-12 18:25:54	2021-08-12 18-25-54_11662_11649.csv	0 days 02:14:24	2.24	134.4
7	0.037000000000000005	0.063	0.045	0.040999999999999995	0.036000000000000004	0.045	0.049	0.041999999999999996	0.059	0.019000000000000003	0.05500000000000001	0.053000000000000005	0.035		0.034	0.023000000000000007	0.047	0.044	0.053000000000000005	0.03	0.03900000000000001	0.006999999999999999	0.053000000000000005	0.046	0.036000000000000004	0.024000000000000007	0.037000000000000005	0.013000000000000005	0.048	0.05	0.016	0.036000000000000004	0.018000000000000002	0.036000000000000004	0.02500000000000001	0.063	0.03	0.020000000000000004	0.022000000000000006	0.0020000000000000018	0.044	0.02500000000000001	0.013000000000000005	0.019000000000000003	0.031	0.045	0.03900000000000001	0.062	0.051000000000000004	0.02500000000000001	0.07200000000000001	0.037000000000000005	0.036000000000000004	0.056999999999999995	0.061	0.059	0.046	0.02500000000000001	0.03	0.017	0.044	0.03900000000000001	0.034	0.053000000000000005	0.048	0.027999999999999997	0.041999999999999996	0.09400000000000001	0.04000000000000001	0.025999999999999995	0.032	0.057999999999999996	0.043	0.024000000000000007	0.051000000000000004	0.056999999999999995	0.05	0.0010000000000000009	0.061	0.045	0.052000000000000005	0.032	0.040999999999999995	0.013999999999999999	0.067	0.013000000000000005	0.041999999999999996	0.049	0.05600000000000001	0.073	0.054000000000000006	0.015	0.043	0.03900000000000001		0.020000000000000004	2021-08-12 18:50:43	2021-08-12 18-50-43_11662_11649.csv	0 days 02:39:13	2.653611111111111	159.21666666666667
8	0.059	0.102	0.07100000000000001	0.067	0.057999999999999996	0.076	0.077	0.069	0.09699999999999999	0.034	0.09100000000000001	0.084	0.05500000000000001		0.056999999999999995	0.03900000000000001	0.076	0.073	0.08800000000000001	0.05	0.066	0.005999999999999998	0.09200000000000001	0.078	0.06	0.03900000000000001	0.063	0.023000000000000007	0.081	0.082	0.025999999999999995	0.057999999999999996	0.027999999999999997	0.061	0.04000000000000001	0.107	0.051000000000000004	0.031	0.035	0.0020000000000000018	0.07	0.041999999999999996	0.020000000000000004	0.020000000000000004	0.049	0.075	0.067	0.104	0.083	0.04000000000000001	0.109	0.06	0.05500000000000001	0.09200000000000001	0.09899999999999999	0.09400000000000001	0.073	0.04000000000000001	0.047	0.028999999999999998	0.065	0.067	0.053000000000000005	0.085	0.076	0.045	0.07	0.128	0.056999999999999995	0.037000000000000005	0.051000000000000004	0.09200000000000001	0.073	0.03900000000000001	0.082	0.09300000000000001	0.078	0.0010000000000000009	0.09899999999999999	0.073	0.077	0.054000000000000006	0.065	0.021000000000000005	0.107	0.019000000000000003	0.067	0.08	0.09100000000000001	0.115	0.08800000000000001	0.02500000000000001	0.07100000000000001	0.064		0.033	2021-08-12 19:15:03	2021-08-12 19-15-03_11662_11649.csv	0 days 03:03:33	3.0591666666666666	183.55
9	0.09599999999999999	0.15899999999999997	0.113	0.109	0.09300000000000001	0.126	0.12000000000000001	0.11	0.15300000000000002	0.06	0.14800000000000002	0.126	0.09000000000000001		0.09599999999999999	0.068	0.12200000000000001	0.12300000000000001	0.14	0.08600000000000001	0.113	0.006999999999999999	0.14800000000000002	0.13	0.10099999999999999	0.067	0.107	0.04000000000000001	0.134	0.127	0.045	0.09400000000000001	0.047	0.104	0.065	0.16099999999999998	0.08700000000000001	0.05	0.056999999999999995	0.0020000000000000018	0.107	0.07100000000000001	0.034	0.019000000000000003	0.081	0.12300000000000001	0.112	0.16199999999999998	0.128	0.066	0.15999999999999998	0.09699999999999999	0.08800000000000001	0.14	0.15200000000000002	0.14500000000000002	0.113	0.066	0.075	0.05	0.09200000000000001	0.113	0.084	0.127	0.12000000000000001	0.074	0.113	0.17099999999999999	0.08	0.05600000000000001	0.082	0.136	0.12300000000000001	0.066	0.127	0.14500000000000002	0.12200000000000001	0.0010000000000000009	0.14300000000000002	0.116	0.11900000000000001	0.08900000000000001	0.104	0.032	0.15800000000000003	0.03	0.103	0.125	0.137	0.16399999999999998	0.138	0.043	0.12000000000000001	0.106		0.05500000000000001	2021-08-12 19:41:20	2021-08-12 19-41-20_11662_11649.csv	0 days 03:29:50	3.4972222222222222	209.83333333333334
